Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
Fully Paid,623766.0,Long Term,705.0,2308728.0,4 years,Home Mortgage,Debt Consolidation,33476.48,15.9,13.0,0.0,499681.0,628210.0,0.0,0.0
Fully Paid,436524.0,Short Term,721.0,2167748.0,1 year,Rent,Debt Consolidation,31974.15,18.5,13.0,0.0,268964.0,508882.0,0.0,0.0
Fully Paid,206096.0,Short Term,732.0,527364.0,10+ years,Rent,Debt Consolidation,10855.08,29.0,11.0,0.0,278901.0,340296.0,0.0,0.0
Fully Paid,99999999.0,Short Term,751.0,3213261.0,10+ years,Home Mortgage,Home Improvements,18770.86,27.0,10.0,0.0,21166.0,1289442.0,0.0,0.0
Fully Paid,99999999.0,Short Term,733.0,960735.0,8 years,Own Home,Debt Consolidation,17133.25,11.8,17.0,0.0,164179.0,512380.0,0.0,0.0
Fully Paid,99999999.0,Short Term,750.0,2422025.0,3 years,Home Mortgage,Debt Consolidation,40165.24,11.2,10.0,0.0,320283.0,545380.0,0.0,0.0
Fully Paid,134684.0,Short Term,733.0,872442.0,6 years,Home Mortgage,Debt Consolidation,15703.88,15.0,11.0,0.0,364420.0,558910.0,0.0,0.0
Fully Paid,265870.0,Short Term,746.0,1339443.0,10+ years,Home Mortgage,Debt Consolidation,12166.46,21.5,10.0,0.0,222243.0,689920.0,0.0,0.0
Charged Off,767624.0,Long Term,7390.0,1988825.0,10+ years,Home Mortgage,Debt Consolidation,30660.87,15.7,12.0,0.0,965561.0,1529440.0,0.0,0.0
Charged Off,264638.0,Short Term,7370.0,685634.0,5 years,Own Home,Debt Consolidation,18340.89,24.9,9.0,0.0,200165.0,308638.0,0.0,0.0
Fully Paid,99999999.0,Short Term,679.0,575814.0,10+ years,Rent,Medical Bills,12092.17,15.6,8.0,0.0,194655.0,253264.0,0.0,0.0
Fully Paid,138732.0,Short Term,751.0,1123242.0,9 years,Home Mortgage,Debt Consolidation,13104.49,12.4,12.0,0.0,320264.0,1545082.0,0.0,0.0
Fully Paid,88198.0,Short Term,741.0,704539.0,8 years,Rent,Debt Consolidation,14501.94,17.0,8.0,0.0,130188.0,174262.0,0.0,0.0
Fully Paid,86328.0,Short Term,737.0,782914.0,5 years,Home Mortgage,Other,593.75,20.5,4.0,0.0,589.0,53130.0,0.0,0.0
Fully Paid,435864.0,Short Term,747.0,2164461.0,10+ years,Home Mortgage,Debt Consolidation,31925.89,35.7,8.0,0.0,499149.0,1084336.0,0.0,0.0
Charged Off,392634.0,Short Term,738.0,1471873.0,7 years,Rent,Debt Consolidation,33607.96,24.8,10.0,0.0,321803.0,386122.0,0.0,0.0
Fully Paid,434324.0,Short Term,722.0,894007.0,4 years,Home Mortgage,Debt Consolidation,19370.31,11.4,23.0,0.0,372609.0,767690.0,0.0,0.0
Charged Off,139810.0,Short Term,686.0,920018.0,9 years,Home Mortgage,Home Improvements,15027.1,23.6,12.0,2.0,77026.0,153252.0,2.0,0.0
Charged Off,335940.0,Short Term,726.0,1218546.0,10+ years,Rent,Debt Consolidation,34728.58,27.2,20.0,0.0,781755.0,1534192.0,0.0,0.0
Fully Paid,396374.0,Short Term,721.0,1371192.0,2 years,Rent,Debt Consolidation,10089.76,13.0,9.0,0.0,347415.0,595078.0,0.0,0.0
Charged Off,539308.0,Long Term,742.0,934325.0,10+ years,Home Mortgage,Home Improvements,5473.71,14.3,10.0,0.0,21622.0,329406.0,0.0,0.0
Fully Paid,267674.0,Short Term,742.0,1778077.0,9 years,Home Mortgage,Home Improvements,22966.82,17.9,14.0,0.0,406087.0,484264.0,0.0,0.0
Fully Paid,356224.0,Short Term,698.0,1032232.0,10+ years,Home Mortgage,Debt Consolidation,11096.57,19.2,7.0,1.0,206283.0,260458.0,1.0,0.0
Fully Paid,99999999.0,Short Term,708.0,443023.0,10+ years,Rent,Debt Consolidation,11703.24,10.3,10.0,1.0,131955.0,200750.0,1.0,0.0
Fully Paid,483846.0,Short Term,737.0,2089373.0,7 years,Rent,Debt Consolidation,9141.09,21.5,11.0,0.0,303221.0,807136.0,0.0,0.0
Fully Paid,99999999.0,Short Term,713.0,953895.0,10+ years,Rent,Debt Consolidation,11844.22,19.1,7.0,0.0,294823.0,437096.0,0.0,0.0
Fully Paid,438460.0,Short Term,726.0,862790.0,5 years,Own Home,Debt Consolidation,19053.01,17.5,14.0,0.0,323893.0,534974.0,0.0,0.0
Fully Paid,99999999.0,Short Term,747.0,1363079.0,6 years,Rent,Business Loan,7008.53,21.6,5.0,0.0,225701.0,859672.0,0.0,0.0
Fully Paid,55660.0,Long Term,740.0,1153452.0,10+ years,Home Mortgage,Debt Consolidation,19935.56,17.6,9.0,0.0,484519.0,935066.0,0.0,0.0
Fully Paid,99999999.0,Short Term,748.0,8758449.0,10+ years,Home Mortgage,Home Improvements,12918.67,20.6,10.0,0.0,2759503.0,0.0,0.0,0.0
Fully Paid,439736.0,Short Term,714.0,2373575.0,7 years,Home Mortgage,Debt Consolidation,28087.32,34.1,19.0,0.0,590083.0,857296.0,0.0,0.0
Charged Off,218108.0,Short Term,7160.0,904153.0,10+ years,Rent,Debt Consolidation,20720.26,15.3,18.0,0.0,489801.0,613118.0,0.0,0.0
Charged Off,161810.0,Short Term,740.0,1509303.0,2 years,Home Mortgage,Debt Consolidation,18614.68,27.2,7.0,0.0,1234183.0,1467202.0,0.0,0.0
Fully Paid,159610.0,Short Term,735.0,536104.0,2 years,Rent,Debt Consolidation,3292.51,6.5,8.0,0.0,144989.0,450098.0,0.0,0.0
Fully Paid,659406.0,Long Term,671.0,1917271.0,2 years,Home Mortgage,Debt Consolidation,30836.24,14.9,20.0,0.0,482733.0,830544.0,0.0,0.0
Fully Paid,68794.0,Short Term,690.0,779722.0,7 years,Home Mortgage,Debt Consolidation,15009.81,14.2,6.0,1.0,243466.0,290334.0,0.0,0.0
Fully Paid,99999999.0,Short Term,731.0,985758.0,2 years,Rent,Debt Consolidation,18482.82,44.1,23.0,0.0,263872.0,650056.0,0.0,0.0
Charged Off,619322.0,Short Term,746.0,3056416.0,5 years,Home Mortgage,Debt Consolidation,30309.56,42.3,10.0,0.0,3381981.0,4689806.0,0.0,0.0
Charged Off,173492.0,Short Term,748.0,1685718.0,10+ years,Home Mortgage,Debt Consolidation,4818.4,27.9,7.0,1.0,114.0,130130.0,1.0,0.0
Fully Paid,430276.0,Short Term,716.0,1672209.0,8 years,Home Mortgage,Home Improvements,26755.42,20.6,14.0,0.0,240350.0,402182.0,0.0,0.0
Fully Paid,173822.0,Short Term,716.0,1407330.0,3 years,Home Mortgage,Debt Consolidation,22517.28,22.3,20.0,1.0,346503.0,905674.0,1.0,0.0
Charged Off,131846.0,Short Term,743.0,1176784.0,5 years,Home Mortgage,Debt Consolidation,19818.9,16.5,9.0,0.0,74575.0,164780.0,0.0,0.0
Fully Paid,267168.0,Short Term,728.0,999856.0,1 year,Rent,Debt Consolidation,18664.08,16.0,12.0,0.0,237101.0,424974.0,0.0,0.0
Fully Paid,216700.0,Short Term,720.0,558657.0,5 years,Rent,Debt Consolidation,3351.98,8.3,5.0,0.0,116413.0,189838.0,0.0,0.0
Charged Off,785488.0,Short Term,733.0,3845866.0,10+ years,Home Mortgage,Debt Consolidation,36215.33,19.2,17.0,0.0,777404.0,1660802.0,0.0,0.0
Fully Paid,331892.0,Long Term,738.0,788215.0,10+ years,Own Home,Medical Bills,16092.81,26.4,15.0,0.0,327864.0,2220042.0,0.0,0.0
Charged Off,206162.0,Short Term,736.0,880859.0,3 years,Home Mortgage,Debt Consolidation,12919.24,12.3,8.0,0.0,180918.0,253924.0,0.0,0.0
Charged Off,472626.0,Long Term,6630.0,1855350.0,1 year,Rent,Debt Consolidation,26593.35,9.1,9.0,0.0,354521.0,986788.0,0.0,0.0
Fully Paid,268840.0,Short Term,716.0,1315636.0,10+ years,Home Mortgage,other,31794.6,16.4,11.0,0.0,965732.0,1550934.0,0.0,0.0
Fully Paid,99999999.0,Short Term,721.0,744572.0,3 years,Home Mortgage,Debt Consolidation,14146.83,24.0,9.0,1.0,155591.0,214478.0,1.0,0.0
Fully Paid,434104.0,Short Term,680.0,1408356.0,2 years,Rent,Buy House,25937.28,18.5,14.0,0.0,635626.0,1536502.0,0.0,0.0
Fully Paid,504834.0,Short Term,750.0,2085193.0,10+ years,Home Mortgage,Debt Consolidation,22763.33,15.4,19.0,1.0,81719.0,965558.0,0.0,1.0
Fully Paid,232848.0,Short Term,726.0,1324813.0,9 years,Rent,Debt Consolidation,15124.95,15.6,8.0,0.0,63365.0,183876.0,0.0,0.0
Fully Paid,668778.0,Long Term,694.0,1588343.0,10+ years,Home Mortgage,Home Improvements,29913.79,17.4,16.0,0.0,994821.0,2968812.0,0.0,0.0
Fully Paid,547580.0,Short Term,739.0,2269968.0,2 years,Home Mortgage,Debt Consolidation,56938.44,25.9,14.0,0.0,677236.0,1051182.0,0.0,0.0
Fully Paid,449152.0,Long Term,713.0,1066736.0,4 years,Home Mortgage,Debt Consolidation,16889.86,9.3,9.0,0.0,267406.0,381788.0,0.0,0.0
Fully Paid,347534.0,Short Term,688.0,1481943.0,10+ years,Home Mortgage,Debt Consolidation,29515.36,21.2,9.0,0.0,209855.0,269368.0,0.0,0.0
Fully Paid,754600.0,Short Term,699.0,2513700.0,7 years,Home Mortgage,Debt Consolidation,52997.27,18.5,14.0,0.0,1286072.0,4682788.0,0.0,0.0
Charged Off,105886.0,Short Term,718.0,1119708.0,10+ years,Own Home,Medical Bills,19688.18,23.0,14.0,1.0,20539.0,47586.0,1.0,0.0
Fully Paid,518078.0,Short Term,733.0,1221586.0,10+ years,Rent,Debt Consolidation,24635.21,16.2,10.0,2.0,439394.0,821920.0,0.0,2.0
Charged Off,243232.0,Long Term,703.0,725686.0,< 1 year,Home Mortgage,Debt Consolidation,5424.5,15.2,5.0,0.0,109820.0,181412.0,0.0,0.0
Fully Paid,144034.0,Short Term,720.0,1516086.0,10+ years,Home Mortgage,Debt Consolidation,15918.96,14.3,11.0,0.0,232712.0,445390.0,0.0,0.0
Fully Paid,351340.0,Long Term,715.0,1289549.0,6 years,Home Mortgage,Debt Consolidation,14614.99,15.2,10.0,0.0,194997.0,616946.0,0.0,0.0
Charged Off,436062.0,Short Term,7470.0,858078.0,1 year,Home Mortgage,Debt Consolidation,11155.09,18.8,10.0,0.0,456551.0,999328.0,0.0,0.0
Fully Paid,321948.0,Short Term,700.0,1019502.0,10+ years,Rent,Debt Consolidation,5318.48,11.4,7.0,1.0,166174.0,336996.0,1.0,0.0
Fully Paid,762388.0,Long Term,716.0,3574261.0,6 years,Home Mortgage,Debt Consolidation,61358.22,29.1,9.0,0.0,293493.0,654764.0,0.0,0.0
Fully Paid,216986.0,Short Term,744.0,494722.0,3 years,Rent,Debt Consolidation,7944.47,18.4,7.0,0.0,165053.0,305800.0,0.0,0.0
Charged Off,132308.0,Short Term,719.0,480130.0,1 year,Rent,Debt Consolidation,9202.65,11.2,18.0,0.0,75981.0,324632.0,0.0,0.0
Charged Off,150766.0,Short Term,728.0,2418130.0,7 years,Own Home,Home Improvements,16644.76,17.2,12.0,0.0,228912.0,422048.0,0.0,0.0
Fully Paid,99999999.0,Short Term,704.0,937460.0,2 years,Home Mortgage,Other,11640.16,12.7,6.0,1.0,18392.0,121704.0,0.0,0.0
Charged Off,110330.0,Short Term,7370.0,571710.0,4 years,Home Mortgage,Educational Expenses,8671.03,12.0,6.0,0.0,37810.0,176528.0,0.0,0.0
Charged Off,216700.0,Short Term,744.0,774801.0,6 years,Home Mortgage,Debt Consolidation,13752.77,17.9,8.0,1.0,85367.0,168960.0,1.0,0.0
Fully Paid,403766.0,Short Term,721.0,1452930.0,4 years,Home Mortgage,Debt Consolidation,15861.2,22.6,9.0,0.0,273429.0,500148.0,0.0,0.0
Fully Paid,99999999.0,Short Term,750.0,1442252.0,1 year,Home Mortgage,Debt Consolidation,15864.62,19.1,12.0,1.0,411977.0,1432508.0,1.0,0.0
Fully Paid,215424.0,Short Term,718.0,1246514.0,10+ years,Home Mortgage,Debt Consolidation,7624.7,16.4,12.0,0.0,161329.0,312356.0,0.0,0.0
Fully Paid,323928.0,Long Term,705.0,995923.0,6 years,Home Mortgage,Debt Consolidation,15602.99,18.9,12.0,0.0,155420.0,285186.0,0.0,0.0
Fully Paid,539924.0,Short Term,747.0,1554352.0,7 years,Home Mortgage,Debt Consolidation,36268.34,16.4,9.0,0.0,352317.0,713174.0,0.0,0.0
Fully Paid,603746.0,Short Term,747.0,4655475.0,6 years,Home Mortgage,Home Improvements,34566.89,25.3,6.0,0.0,2439771.0,3063984.0,0.0,0.0
Charged Off,215820.0,Short Term,748.0,1416564.0,10+ years,Home Mortgage,Debt Consolidation,3506.07,39.9,12.0,0.0,57019.0,970860.0,0.0,0.0
Fully Paid,99999999.0,Long Term,720.0,1189343.0,8 years,Home Mortgage,Debt Consolidation,20912.54,17.6,16.0,0.0,570494.0,1384834.0,0.0,0.0
Charged Off,459932.0,Short Term,6790.0,1168272.0,< 1 year,Rent,Debt Consolidation,14992.9,15.6,5.0,0.0,468293.0,732754.0,0.0,0.0
Charged Off,378026.0,Short Term,716.0,2076301.0,1 year,Rent,Debt Consolidation,30279.54,17.0,12.0,1.0,266342.0,473726.0,0.0,1.0
Charged Off,248820.0,Long Term,653.0,1095711.0,9 years,Rent,Debt Consolidation,23101.34,14.3,7.0,0.0,206530.0,268994.0,0.0,0.0
Fully Paid,398068.0,Long Term,702.0,1986279.0,2 years,Rent,Debt Consolidation,32442.5,17.0,11.0,0.0,111796.0,591140.0,0.0,0.0
Charged Off,105600.0,Short Term,731.0,1235133.0,10+ years,Own Home,Debt Consolidation,19247.38,25.3,6.0,0.0,171285.0,255244.0,0.0,0.0
Fully Paid,174108.0,Short Term,734.0,1033828.0,9 years,Home Mortgage,Debt Consolidation,14990.43,33.2,13.0,0.0,371944.0,487740.0,0.0,0.0
Fully Paid,78188.0,Short Term,746.0,937745.0,2 years,Rent,other,5454.52,16.9,6.0,0.0,13091.0,130658.0,0.0,0.0
Fully Paid,505032.0,Short Term,750.0,4201337.0,10+ years,Home Mortgage,Home Improvements,7282.32,21.3,7.0,0.0,2549040.0,31068554.0,0.0,0.0
Fully Paid,764082.0,Short Term,722.0,2828055.0,2 years,Rent,Debt Consolidation,50669.39,7.1,16.0,0.0,327864.0,600688.0,0.0,0.0
Fully Paid,99999999.0,Short Term,747.0,4772800.0,8 years,Home Mortgage,small_business,2227.37,35.5,9.0,0.0,0.0,0.0,0.0,0.0
Fully Paid,172458.0,Short Term,718.0,1303267.0,3 years,Rent,Debt Consolidation,20092.12,24.6,21.0,0.0,146376.0,237050.0,0.0,0.0
Fully Paid,99999999.0,Short Term,742.0,1367791.0,6 years,Rent,Debt Consolidation,25304.01,17.3,18.0,0.0,562989.0,1530254.0,0.0,0.0
Fully Paid,327624.0,Long Term,715.0,1226108.0,< 1 year,Rent,other,14713.22,11.8,11.0,0.0,165167.0,438636.0,0.0,0.0
Charged Off,607508.0,Long Term,682.0,1592713.0,10+ years,Home Mortgage,Debt Consolidation,22828.88,17.4,16.0,0.0,584345.0,885610.0,0.0,0.0
Charged Off,475860.0,Long Term,684.0,930506.0,4 years,Own Home,Buy House,12561.85,23.6,9.0,0.0,291821.0,750860.0,0.0,0.0
Charged Off,219516.0,Short Term,7350.0,947910.0,5 years,Home Mortgage,Debt Consolidation,11509.06,10.9,11.0,0.0,138415.0,424006.0,0.0,0.0
Fully Paid,22396.0,Short Term,697.0,986157.0,10+ years,Home Mortgage,Medical Bills,17339.78,10.1,7.0,0.0,450851.0,568678.0,0.0,0.0
Charged Off,356708.0,Long Term,673.0,1001243.0,10+ years,Rent,Other,8343.66,32.0,6.0,1.0,94164.0,198572.0,1.0,0.0
Fully Paid,99484.0,Short Term,733.0,868585.0,9 years,Rent,Debt Consolidation,13752.39,22.5,11.0,0.0,282853.0,448030.0,0.0,0.0
Fully Paid,99999999.0,Short Term,736.0,2971296.0,10+ years,Home Mortgage,Debt Consolidation,23448.47,32.7,16.0,0.0,126217.0,664334.0,0.0,0.0
Fully Paid,99999999.0,Long Term,685.0,1386734.0,10+ years,Home Mortgage,Debt Consolidation,25423.33,26.3,8.0,0.0,251484.0,311432.0,0.0,0.0
Fully Paid,258984.0,Short Term,741.0,1397925.0,2 years,Home Mortgage,Debt Consolidation,10181.53,15.5,10.0,0.0,257317.0,961092.0,0.0,0.0
Fully Paid,235620.0,Short Term,708.0,1884230.0,8 years,Home Mortgage,Debt Consolidation,25594.14,17.5,15.0,0.0,267691.0,431706.0,0.0,0.0
Fully Paid,280060.0,Short Term,688.0,1431612.0,10+ years,Home Mortgage,Debt Consolidation,10331.44,11.7,15.0,0.0,148010.0,233178.0,0.0,0.0
Fully Paid,536470.0,Short Term,701.0,1853260.0,10+ years,Rent,Debt Consolidation,32740.99,23.8,21.0,0.0,163058.0,752180.0,0.0,0.0
Charged Off,296670.0,Short Term,711.0,1121513.0,10+ years,Rent,Debt Consolidation,14205.73,12.8,5.0,1.0,130416.0,156662.0,1.0,0.0
Fully Paid,439472.0,Long Term,718.0,865868.0,1 year,Own Home,other,9019.3,16.4,16.0,0.0,156579.0,839388.0,0.0,0.0
Fully Paid,129668.0,Short Term,746.0,1829035.0,10+ years,Home Mortgage,Other,10471.28,20.1,9.0,0.0,378119.0,689502.0,0.0,0.0
Fully Paid,99999999.0,Long Term,696.0,1159266.0,5 years,Rent,Debt Consolidation,13621.29,22.5,6.0,1.0,109288.0,192302.0,1.0,0.0
Fully Paid,65472.0,Short Term,690.0,958341.0,6 years,Own Home,Debt Consolidation,13177.26,22.7,7.0,0.0,323760.0,519222.0,0.0,0.0
Fully Paid,55154.0,Short Term,732.0,571539.0,3 years,Rent,Debt Consolidation,1676.56,11.6,23.0,0.0,21052.0,348238.0,0.0,0.0
Fully Paid,551320.0,Short Term,730.0,1447458.0,3 years,Home Mortgage,Debt Consolidation,26898.68,17.5,13.0,0.0,497990.0,908050.0,0.0,0.0
Fully Paid,460746.0,Long Term,722.0,1193770.0,8 years,Rent,Debt Consolidation,19000.76,11.6,9.0,0.0,284506.0,414920.0,0.0,0.0
Fully Paid,75482.0,Short Term,705.0,222547.0,< 1 year,Rent,Debt Consolidation,4710.67,17.8,7.0,0.0,113335.0,349954.0,0.0,0.0
Fully Paid,449020.0,Long Term,723.0,1938950.0,9 years,Own Home,Debt Consolidation,18904.81,19.4,8.0,0.0,334533.0,428956.0,0.0,0.0
Fully Paid,443344.0,Long Term,699.0,2728077.0,2 years,Home Mortgage,Debt Consolidation,54788.97,21.3,27.0,0.0,775789.0,2123594.0,0.0,0.0
Fully Paid,99999999.0,Short Term,741.0,1126434.0,2 years,Home Mortgage,Debt Consolidation,15863.86,15.4,9.0,0.0,160930.0,245520.0,0.0,0.0
Charged Off,574266.0,Long Term,7310.0,1122900.0,8 years,Rent,Debt Consolidation,16937.17,11.2,10.0,0.0,9329.0,513876.0,0.0,0.0
Fully Paid,435072.0,Short Term,707.0,1840017.0,9 years,Home Mortgage,Debt Consolidation,33120.23,18.6,20.0,0.0,558068.0,887612.0,0.0,0.0
Fully Paid,220946.0,Short Term,751.0,1908170.0,5 years,Home Mortgage,Home Improvements,7378.27,10.1,8.0,0.0,46284.0,487300.0,0.0,0.0
Fully Paid,268598.0,Short Term,737.0,773224.0,10+ years,Home Mortgage,Home Improvements,15851.13,16.7,13.0,0.0,212496.0,512600.0,0.0,0.0
Fully Paid,75702.0,Short Term,751.0,1344877.0,10+ years,Home Mortgage,Other,8327.13,21.1,7.0,0.0,68362.0,549714.0,0.0,0.0
Fully Paid,120582.0,Short Term,732.0,948366.0,5 years,Home Mortgage,Debt Consolidation,11380.24,22.5,9.0,0.0,3990.0,6468.0,0.0,0.0
Charged Off,412302.0,Long Term,6700.0,1727613.0,< 1 year,Home Mortgage,Debt Consolidation,31960.85,28.0,13.0,1.0,184395.0,328460.0,1.0,0.0
Fully Paid,460570.0,Long Term,662.0,2367647.0,2 years,Home Mortgage,Debt Consolidation,26044.06,25.9,19.0,0.0,366776.0,559548.0,0.0,0.0
Fully Paid,99999999.0,Short Term,741.0,748372.0,1 year,Rent,Debt Consolidation,20393.08,21.5,5.0,0.0,208107.0,259930.0,0.0,0.0
Fully Paid,358798.0,Long Term,739.0,1162002.0,10+ years,Home Mortgage,Debt Consolidation,7707.92,19.6,14.0,0.0,102809.0,510950.0,0.0,0.0
Charged Off,160644.0,Short Term,747.0,732260.0,4 years,Home Mortgage,Debt Consolidation,5070.91,18.0,11.0,2.0,118826.0,250140.0,0.0,0.0
Fully Paid,675576.0,Short Term,710.0,1555872.0,10+ years,Home Mortgage,Debt Consolidation,26838.83,25.8,11.0,0.0,880270.0,1600104.0,0.0,0.0
Fully Paid,324104.0,Short Term,748.0,1492792.0,3 years,Home Mortgage,Debt Consolidation,11743.14,30.0,9.0,0.0,122398.0,838552.0,0.0,0.0
Charged Off,755216.0,Long Term,696.0,1677168.0,10+ years,Home Mortgage,Debt Consolidation,39692.9,20.1,21.0,0.0,338922.0,809138.0,0.0,0.0
Fully Paid,31262.0,Short Term,711.0,375934.0,< 1 year,Own Home,Debt Consolidation,4542.52,6.2,7.0,0.0,47063.0,104984.0,0.0,0.0
Fully Paid,191884.0,Long Term,712.0,929765.0,10+ years,Home Mortgage,Home Improvements,18672.82,14.0,7.0,0.0,629356.0,776072.0,0.0,0.0
Fully Paid,196218.0,Short Term,730.0,968335.0,10+ years,Home Mortgage,Debt Consolidation,20738.5,19.2,10.0,0.0,501277.0,667920.0,0.0,0.0
Fully Paid,336248.0,Short Term,744.0,1161546.0,10+ years,Rent,Debt Consolidation,24295.68,13.6,11.0,0.0,266418.0,717420.0,0.0,0.0
Fully Paid,99999999.0,Short Term,710.0,745560.0,7 years,Home Mortgage,Debt Consolidation,6399.39,11.8,14.0,0.0,121543.0,314842.0,0.0,0.0
Fully Paid,92224.0,Short Term,717.0,758632.0,10+ years,Rent,Debt Consolidation,8471.53,16.5,18.0,1.0,18943.0,277706.0,1.0,0.0
Fully Paid,99999999.0,Short Term,738.0,813637.0,< 1 year,Rent,Other,9282.26,9.9,9.0,0.0,83486.0,473902.0,0.0,0.0
Fully Paid,553300.0,Short Term,724.0,2675960.0,6 years,Home Mortgage,Debt Consolidation,17973.43,18.4,11.0,0.0,387657.0,674982.0,0.0,0.0
Fully Paid,202796.0,Short Term,750.0,500384.0,2 years,Rent,Debt Consolidation,7881.01,22.8,7.0,0.0,344109.0,1051314.0,0.0,0.0
Charged Off,292468.0,Long Term,6980.0,834708.0,10+ years,Home Mortgage,Debt Consolidation,17320.21,17.0,13.0,0.0,223041.0,314952.0,0.0,0.0
Fully Paid,99999999.0,Short Term,733.0,1124838.0,10+ years,Own Home,Debt Consolidation,26996.15,13.9,18.0,0.0,353723.0,722348.0,0.0,0.0
Charged Off,402688.0,Short Term,633.0,872803.0,7 years,Rent,Debt Consolidation,16074.0,13.0,7.0,0.0,269952.0,339372.0,0.0,0.0
Fully Paid,633842.0,Short Term,741.0,4609704.0,10+ years,Home Mortgage,Debt Consolidation,26390.62,18.7,12.0,0.0,420717.0,724900.0,0.0,0.0
Charged Off,304634.0,Short Term,7240.0,1597406.0,2 years,Home Mortgage,Debt Consolidation,38470.63,17.8,16.0,0.0,329308.0,914408.0,0.0,0.0
Fully Paid,676918.0,Long Term,698.0,1818794.0,3 years,Home Mortgage,Debt Consolidation,35314.92,20.1,13.0,0.0,245993.0,421366.0,0.0,0.0
Fully Paid,99999999.0,Long Term,633.0,769652.0,6 years,Rent,Debt Consolidation,9941.37,17.2,15.0,0.0,365180.0,773036.0,0.0,0.0
Fully Paid,220462.0,Short Term,695.0,1272753.0,3 years,Rent,Debt Consolidation,10924.43,15.4,10.0,0.0,299592.0,395098.0,0.0,0.0
Fully Paid,617980.0,Short Term,716.0,1238952.0,4 years,Home Mortgage,Business Loan,25501.8,15.2,6.0,0.0,360278.0,563002.0,0.0,0.0
Charged Off,423852.0,Long Term,672.0,732108.0,10+ years,Home Mortgage,Debt Consolidation,7504.05,10.6,5.0,0.0,205580.0,281050.0,0.0,0.0
Charged Off,434016.0,Short Term,743.0,2286479.0,10+ years,Home Mortgage,Debt Consolidation,36012.03,18.0,24.0,0.0,765187.0,1811854.0,0.0,0.0
Fully Paid,540430.0,Short Term,723.0,1586899.0,10+ years,Home Mortgage,Debt Consolidation,28828.7,21.1,10.0,0.0,143298.0,233376.0,0.0,0.0
Fully Paid,300432.0,Short Term,747.0,852492.0,10+ years,Rent,Debt Consolidation,16836.85,20.9,10.0,0.0,117819.0,360866.0,0.0,0.0
Charged Off,216810.0,Short Term,718.0,973674.0,10+ years,Home Mortgage,Debt Consolidation,10791.43,15.3,10.0,1.0,73169.0,262328.0,0.0,0.0
Fully Paid,53746.0,Short Term,747.0,2228244.0,8 years,Home Mortgage,Home Improvements,39179.9,27.0,26.0,0.0,663005.0,1732940.0,0.0,0.0
Charged Off,66462.0,Short Term,743.0,1320177.0,4 years,Rent,Debt Consolidation,22883.03,12.6,15.0,0.0,136610.0,461164.0,0.0,0.0
Fully Paid,77396.0,Short Term,747.0,1392662.0,6 years,Rent,Debt Consolidation,10769.77,25.4,17.0,0.0,389671.0,704990.0,0.0,0.0
Fully Paid,125092.0,Short Term,746.0,931285.0,< 1 year,Home Mortgage,Debt Consolidation,7473.65,24.3,7.0,1.0,115159.0,303754.0,1.0,0.0
Charged Off,240394.0,Long Term,670.0,2131686.0,1 year,Home Mortgage,Debt Consolidation,26468.52,13.6,9.0,0.0,527763.0,765776.0,0.0,0.0
Charged Off,338228.0,Long Term,683.0,1752579.0,1 year,Home Mortgage,Debt Consolidation,23659.75,7.3,7.0,0.0,208544.0,263890.0,0.0,0.0
Fully Paid,179982.0,Short Term,706.0,874323.0,< 1 year,Rent,Debt Consolidation,7431.66,9.5,6.0,0.0,200716.0,488290.0,0.0,0.0
Fully Paid,668184.0,Long Term,633.0,1954872.0,10+ years,Home Mortgage,Debt Consolidation,29974.78,11.4,18.0,1.0,353552.0,919930.0,1.0,0.0
Fully Paid,104478.0,Short Term,716.0,751868.0,2 years,Rent,Debt Consolidation,15287.97,10.7,11.0,0.0,279091.0,339460.0,0.0,0.0
Fully Paid,176880.0,Short Term,724.0,668325.0,7 years,Rent,Debt Consolidation,15482.72,27.8,12.0,0.0,342532.0,550858.0,0.0,0.0
Fully Paid,333168.0,Long Term,732.0,2148729.0,8 years,Home Mortgage,other,30977.6,15.0,12.0,0.0,257089.0,720764.0,0.0,0.0
Fully Paid,517924.0,Long Term,725.0,2143276.0,10+ years,Home Mortgage,Debt Consolidation,32506.34,22.4,16.0,0.0,705071.0,1124530.0,0.0,0.0
Fully Paid,99999999.0,Short Term,712.0,551874.0,2 years,Own Home,Home Improvements,7312.34,18.1,8.0,0.0,135261.0,236940.0,0.0,0.0
Fully Paid,211046.0,Short Term,741.0,1424012.0,8 years,Rent,Debt Consolidation,21834.8,20.1,16.0,0.0,79857.0,382096.0,0.0,0.0
Fully Paid,336402.0,Long Term,664.0,2421075.0,3 years,Home Mortgage,Home Improvements,20780.87,8.1,10.0,0.0,341240.0,462132.0,0.0,0.0
Fully Paid,399630.0,Long Term,668.0,624929.0,4 years,Rent,Debt Consolidation,8009.45,14.8,7.0,0.0,5928.0,52800.0,0.0,0.0
Fully Paid,261712.0,Long Term,679.0,1498644.0,2 years,Home Mortgage,Debt Consolidation,35467.87,8.5,19.0,0.0,261953.0,427218.0,0.0,0.0
